forward,0.000996327,0.004746327,0.015986327,0.034726327,0.060956327,0.094686327,0.135906327,0.184626327,0.240836327,0.304546327,0.375746327,0.454446327,0.540636327,0.634327327,0.735510327,0.844187327,0.960360327,1.084027327,1.215190327,1.353847327
100,0.001502981,0.001496599,0.001473873,0.001442442,0.001397604,0.001147651,0.000984141,0.000880044,0.000818182,0.000771798,0.000680979,0.000575742,0.000495725,0.000423247,0.000340836,0.000262862,0.00020992,0.000198664,0.000253508,0.000393935
1000,5.98732E-07,5.96789E-07,5.87061E-07,5.72732E-07,5.52428E-07,4.00387E-07,3.69859E-07,3.66102E-07,3.69379E-07,3.33966E-07,2.24849E-07,1.29948E-07,8.14754E-08,5.58132E-08,4.12326E-08,3.22093E-08,2.64795E-08,2.24218E-08,1.95462E-08,1.7768E-08
10000,6.47464E-11,6.44198E-11,6.33889E-11,6.18609E-11,5.9738E-11,4.91738E-11,5.17011E-11,5.11548E-11,4.79424E-11,4.00257E-11,2.52085E-11,1.40477E-11,8.66544E-12,5.93722E-12,4.39971E-12,3.44594E-12,2.81997E-12,2.37088E-12,2.05663E-12,1.87252E-12
transparent,,,,,,,,,,,,,,,,,,,,
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
